id,"typ",parent_id,"handle","name","site_url","thumbnail",carousel_include,"carousel_description","carousel_image_file_name","carousel_image_content_type",carousel_image_file_size,"carousel_image_updated_at","created_at","updated_at"
112,"archive",94,"amdecj","Eighteenth Century Journals","http://www.amdigital.co.uk/Collections/Eighteenth-Century-Journals-Portal.aspx","http://www.amdigital.co.uk/images/logo.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2013-04-08 15:56:10"
113,"archive",94,"amdVPC","Victorian Popular Culture","http://www.amdigital.co.uk/collections/Victorian-Popular-Culture.aspx","http://www.amdigital.co.uk/images/logo.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2013-04-08 18:55:00"
115,"archive",53,"jstorAmerLit","American Literature","http://www.jstor.org/action/showPublication?journalCode=amerlite","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/amerlite.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:22:28"
116,"archive",53,"jstorAmerLitHist","American Literary History","http://www.jstor.org/action/showPublication?journalCode=amerlitehist","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/amerlitehist.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:22:59"
117,"archive",53,"jstorNCF","Nineteenth-Century Fiction","http://www.jstor.org/action/showPublication?journalCode=ninecentfict","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/ninecentfict.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:23:49"
118,"archive",53,"jstorNCL","Nineteenth Century Literature","http://www.jstor.org/action/showPublication?journalCode=ninecentlite","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/ninecentlite.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:24:16"
119,"archive",53,"jstorFOF","NOVEL: A Forum on Fiction","http://www.jstor.org/action/showPublication?journalCode=noveforufict","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/noveforufict.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:24:47"
120,"node",41,NULL,"University of Pennsylvania",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2011-06-23 17:58:02"
121,"archive",76,"locEphemera","Rare Book and Special Collections Division","http://www.loc.gov/rr/rarebook/","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2011-06-23 17:58:02"
122,"archive",1,"ncaw","Nineteenth-Century Art Worldwide","http://www.19thc-artworldwide.org/","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2011-06-23 17:58:02"
123,"archive",53,"jstorTrollopian","Trollopian","http://www.jstor.org/action/showPublication?journalCode=trollopian","https://dh-arc-production.tamu.edu/arc-Images/jstor-images/trollopian.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2015-10-13 16:25:17"
124,"archive",21,"rc_editions","Romantic Circles Editions","http://www.rc.umd.edu/","http://www.rc.umd.edu/images/nhead_01.jpg",1,"is a refereed scholarly Website devoted to the study of Romantic-period literature and culture. NINES aggregates RC Editions, Praxis and Scholarly Resources.","rc.jpg","image/jpeg",53233,"2012-01-13 15:48:13","2011-06-23 17:58:02","2012-01-13 15:49:29"
125,"archive",21,"rc_praxis","Romantic Circles Praxis","","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:02","2011-06-23 17:58:02"
126,"archive",21,"rc_resources","Romantic Circles Scholarly Resources","","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
127,"archive",2,"ncse","Nineteenth-Century Serials Edition","http://www.ncse.ac.uk/index.html","",0,"is a free, online edition of six nineteenth-century periodicals and newspapers. NCSE contains full runs of Monthly Repository, Unitarian Chronicle, Northern Star, Leader, English Woman’s Journal, and Tomahawk and a decade of Publishers’ Circular.","ncse.jpg","image/jpeg",251122,"2013-10-11 13:59:05","2011-06-23 17:58:03","2013-10-11 13:59:10"
128,"node",41,NULL,"Library Catalogs",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
129,"archive",128,"uva_library","UVA Special Collections","http://www.lib.virginia.edu/small/","http://staff.lib.virginia.edu/commpub/resources/new_logos/gif/liblogo_bluetxt.gif	",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
130,"node",41,NULL,"University of Virginia Press",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
131,"archive",130,"UVaPress_VLCS","Victorian Literature and Culture Series, U of Virginia Press","http://www.upress.virginia.edu/browse/series/victorian.html","http://rotunda.upress.virginia.edu/images/UVAP_logo.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
133,"archive",128,"lilly","The Lilly Library","http://www.indiana.edu/~liblilly/index.php","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
134,"archive",43,"PQCh-NCF","ProQuest: Nineteenth-Century Fiction","http://collections.chadwyck.com/home/home_c19f.jsp","http://lion.chadwyck.co.uk/marketing/images/PQ_logo_nines.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
135,"archive",43,"PQCh-EAF","ProQuest: Early American Fiction","http://collections.chadwyck.com/home/home_eaf2.jsp","http://lion.chadwyck.co.uk/marketing/images/PQ_logo_nines.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
136,"archive",47,"swrp","Scottish Women Poets of the Romantic Period","http://asp6new.alexanderstreet.com/swrp/swrp.index.map.aspx","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
137,"archive",120,"penn_celebration","A Celebration of Women Writers","http://digital.library.upenn.edu/women/writers.html","http://digital.library.upenn.edu/women/_graphics/celebration-header.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:03","2011-06-23 17:58:03"
138,"archive",2,"POP","Price One Penny: A Database of Cheap Literature, 1837-1860","http://www.english.cam.ac.uk/pop/","http://www.english.cam.ac.uk/pop/images/PriceOnePenny.jpeg",1,"aims to catalogue early Victorian penny fiction and thereby enable easy access to surviving copies and accurate bibliographic information.","pop.jpg","image/jpeg",32497,"2012-01-13 15:39:58","2011-10-10 13:52:53","2012-08-15 19:29:30"
139,"archive",41,"brooklynCommons","The Brooklyn Museum on Flickr Commons","http://www.flickr.com/people/brooklyn_museum/",NULL,0,"",NULL,NULL,NULL,NULL,"2011-10-10 13:57:42","2011-10-10 13:57:42"
140,"archive",41,"fieldCommons","The Field Museum Library on Flickr Commons","http://www.flickr.com/people/field_museum_library/",NULL,0,"",NULL,NULL,NULL,NULL,"2011-10-10 14:05:17","2011-10-10 14:05:17"
141,"archive",41,"eastmanCommons","George Eastman House on Flickr Commons","http://www.flickr.com/people/george_eastman_house/",NULL,0,"",NULL,NULL,NULL,NULL,"2011-10-10 14:06:23","2011-10-10 14:06:23"
142,"archive",76,"locCommonsCW","Flickr Commons: Civil War Faces","http://www.flickr.com/photos/library_of_congress/sets/72157625520211184/with/5229146672/",NULL,0,"",NULL,NULL,NULL,NULL,"2011-10-10 14:07:06","2011-10-10 14:07:06"
143,"archive",41,"mopaCommons","Museum of Photographic Arts Collections","http://www.mopa.org/",NULL,0,"",NULL,NULL,NULL,NULL,"2011-10-10 14:07:34","2011-10-10 14:07:34"
175,"node",0,NULL,"18thConnect Exhibits",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2011-11-03 15:20:43","2011-11-03 15:20:43"
179,"archive",41,"smuCommons","Southern Methodist University Library","http://www.flickr.com/photos/smu_cul_digitalcollections/","",0,"",NULL,NULL,NULL,NULL,"2011-11-14 18:51:37","2011-12-13 17:56:30"
180,"archive",54,"exhibit_NINES_1","Victorians Institute Journal Annex","/groups/vij","/photos_full/10/original/VIJ_Pub_logo.2.jpg?2010",0,"",NULL,NULL,NULL,NULL,"2011-11-15 16:38:10","2015-10-05 17:30:09"
181,"archive",54,"exhibit_NINES_4","The Poetess Archive Journal","/groups/poetess","/photos_full/3/original/poetess.pub.jpg?2010",NULL,NULL,NULL,NULL,NULL,NULL,"2011-11-15 16:38:51","2011-11-15 16:38:51"
182,"archive",54,"exhibit_NINES_5","NINES Peer-Reviewed Essays","/groups/nines","/photos_full/2/original/nines.pub.jpg?2010",NULL,NULL,NULL,NULL,NULL,NULL,"2011-11-15 16:39:12","2011-11-15 16:39:12"
183,"archive",2,"whistler","The Correspondence of James McNeill Whistler","http://www.whistler.arts.gla.ac.uk/","http://www.whistler.arts.gla.ac.uk/images/nines.jpg",1,"Based on records of over 13,000 letters, including copies, surviving in public and private collections around the world, the on-line centenary edition of Whistler's correspondence makes available some 10,000 letters, 1855-1903.","whistler.jpg","image/jpeg",33507,"2012-04-13 16:55:05","2012-04-12 19:19:15","2012-04-13 16:58:10"
184,"archive",2,"yellow_nineties_online","The Yellow Nineties Online","http://www.1890s.ca/Default.aspx","http://www.1890s.ca/DocImages/yellow_logo_just_hand.jpg",1,"Dedicated to the study of The Yellow Book and other aesthetic periodicals that flourished in Great Britain in the 1890s, our site offers three inter-related resources. First, we publish digitized facsimile editions of a select collection of periodicals.","yellow_nineties.carousel.jpg","image/jpeg",51231,"2012-04-27 14:21:33","2012-04-26 16:59:31","2012-04-27 14:21:47"
185,"archive",51,"intelexBrowning","The Works of Elizabeth Barrett Browning","http://www.nlx.com/collections/158","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2012-05-04 15:24:50","2012-05-04 15:25:09"
186,"archive",51,"intelexEdgeworth","The Works of Maria Edgeworth","http://www.nlx.com/collections/158","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2012-05-08 16:45:02","2012-05-08 16:45:02"
187,"archive",51,"intelexLamb","The Works of Lady Caroline Lamb","","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2012-05-08 16:56:36","2012-05-08 16:57:43"
188,"archive",2,"evfl","In Transition: Selected Poems by the Baroness Elsa von Freytag-Loringhoven","http://digital.lib.umd.edu/transition/","http://digital.lib.umd.edu/images/collections/trn/splash_image.jpg",0,"is an electronic edition of poetry by the Dadaist artist, performer, and poet Elsa von Freytag-Loringhoven. The project makes available digital surrogates and transcriptions of multiple manuscript versions of twelve poems by Freytag-Lorginhoven created between 1923 and 1927.","in_transition.jpg","image/jpeg",286217,"2013-10-11 13:57:51","2012-06-13 19:41:20","2013-10-11 13:57:55"
189,"archive",1,"branch","BRANCH","http://www.branchcollective.org/","http://www.branchcollective.org/wp-content/uploads/2012/01/branch_logo_brown.png",0,"",NULL,NULL,NULL,NULL,"2012-11-13 19:50:27","2012-11-13 19:50:27"
190,"archive",2,"orlando","Orlando: Women's Writing in the British Isles","http://orlando.cambridge.org/svHomePage","http://cwrc.ca/logos/orlando/Orlando_tree_blue_transparent.gif",1,"provides entries on authors' lives and writing careers, contextual material, timelines, sets of internal links, and bibliographies. 
Interacting with these materials creates a dynamic inquiry from any number of perspectives into centuries of women's writing.","orlando.carousel.jpg","image/jpeg",40722,"2012-11-29 19:52:34","2012-11-29 19:47:27","2012-11-29 19:53:07"
191,"archive",41,"walters","The Digital Walters","http://www.thedigitalwalters.org/01_ACCESS_WALTERS_MANUSCRIPTS.html","",NULL,"The Walters Art Museum in Baltimore, Maryland is internationally renowned for its collection of art. ","walters20121101-14144-16j9fm8.jpg","image/jpeg",34231,"2013-05-02 19:30:58","2013-05-02 19:12:39","2013-08-08 00:15:07"
192,"archive",41,"diamm","Digital Image Archive of Medieval Music","http://www.diamm.ac.uk/","",NULL,"is a leading resource for the study of medieval manuscripts. We present images and metadata for thousands of manuscripts on this website.","diamm-2.carousel.jpg","image/jpeg",38411,"2013-05-02 19:41:32","2013-05-02 19:40:40","2013-05-02 19:41:32"
193,"archive",41,"e-codices","E-Codices","http://www.e-codices.unifr.ch/","",NULL,"The goal of the e-codices project is to provide access to all medieval and selected early modern manuscripts of Switzerland via a virtual library.","codices-carousel.png","image/png",375397,"2013-06-27 22:20:32","2013-06-27 21:14:23","2013-06-27 22:20:33"
194,"archive",41,"Plaoul","The Peter Plaoul Electronic Critical Edition","http://petrusplaoul.org/","",NULL,"The site for the developing critical edition of the Commentary on the Sentences of the philosopher and theologian Peter Plaoul (1392/1393),","plaoul.carousel.jpg","image/jpeg",31693,"2013-06-27 22:15:39","2013-06-27 21:32:51","2013-07-02 14:12:43"
195,"archive",41,"courtauld","Gothic Ivories Project at the Courtauld Institute of Art","http://www.gothicivories.courtauld.ac.uk/","",NULL,"The Gothic Ivories Project is an online database of ivory sculptures made in Western Europe ca. 1200-ca. 1530 and neo-Gothic ivory pieces.","courtauld-carousel.png","image/png",161805,"2013-06-27 22:17:34","2013-06-27 21:45:53","2013-06-27 22:17:35"
196,"archive",41,"ROSE","Roman de la Rose","http://romandelarose.org/","",NULL,"The goal of the Roman de la Rose Digital Library is to create an online library of all manuscripts containing the 13th-century poem Roman de la Rose.","roman.carousel.jpg","image/jpeg",37786,"2013-06-27 22:16:17","2013-06-27 21:46:39","2013-06-27 22:16:18"
197,"archive",41,"parker","Parker Library on the Web","http://parkerweb.stanford.edu/parker/actions/page.do?forward=home","",NULL,"Parker Library on the Web is an interactive, web-based workspace designed to support use and study of the manuscripts in the historic Parker Library at Corpus Christi College, Cambridge.","parker_carousel.png","image/png",490752,"2013-06-27 22:16:58","2013-06-27 21:48:46","2013-06-27 22:17:01"
198,"archive",51,"intelexAbelardLa","Peter Abelard: Opera","http://www.nlx.com/collections/3","",NULL,"",NULL,NULL,NULL,NULL,"2013-06-27 21:49:52","2013-06-27 21:49:52"
199,"archive",51,"intelexAnselm","The Major Works of Anselm of Canterbury","http://www.nlx.com/collections/5","",NULL,"",NULL,NULL,NULL,NULL,"2013-06-27 21:50:33","2013-06-27 21:50:33"
200,"archive",51,"intelexAquinas","The Collected Works of St. Thomas Aquinas","http://www.nlx.com/collections/7","",NULL,"",NULL,NULL,NULL,NULL,"2013-06-27 21:51:38","2013-06-27 21:51:38"
201,"archive",51,"intelexAugustine","The Works of Saint Augustine (3rd Release)","http://mesa.performantsoftware.com/search/browse","",NULL,"",NULL,NULL,NULL,NULL,"2013-06-27 22:01:59","2013-06-27 22:01:59"
202,"archive",51,"intelexAugustineLa","Saint Augustine: Opera Omnia CAG","http://www.nlx.com/collections/11","",NULL,"",NULL,NULL,NULL,NULL,"2013-06-27 22:02:30","2013-06-27 22:02:30"
203,"archive",41,"stgall","St Gall","http://www.stgallplan.org/","",NULL,"This website presents digital versions of two of the gems surviving from the monasteries of Reichenau and St. Gall complimented by various resources to assist in their study. ","st-gall-carousel.png","image/png",339502,"2013-06-28 14:40:44","2013-06-28 14:39:42","2013-06-28 14:40:46"
204,"archive",41,"sermones","Sermones.net","http://sermones.net/","",NULL,"An electronic edition of a corpus of medieval Latin sermons","sermones-carousel.png","image/png",228853,"2013-06-28 14:41:13","2013-06-28 14:40:10","2013-06-28 14:41:14"
205,"archive",41,"BL","British Library Catalogue of Illuminated Manuscripts","http://www.bl.uk/catalogues/illuminatedmanuscripts/welcome.htm","",NULL,"The British Library Online Catalogue of Illuminated Manuscripts is a searchable database of some of the western illuminated manuscripts in the British Library.","BL-carousel.png","image/png",195482,"2013-06-28 22:09:27","2013-06-28 22:08:47","2013-06-28 22:09:28"
206,"archive",41,"onlineFroissart","The Online Froissart","http://www.hrionline.ac.uk/onlinefroissart/","",NULL,"The Online Froissart establishes a robust and sustainable platform for the delivery of electronic transcriptions of the Chroniques, of annotation and other secondary materials pertaining to those transcriptions, and of digital reproductions of several of the original manuscripts in high-resolution format.","froissart-carousel.png","image/png",364440,"2013-06-28 22:12:12","2013-06-28 22:11:35","2013-06-28 22:12:15"
207,"archive",2,"livingstone","Livingstone Spectral Imaging Project","http://livingstone.library.ucla.edu/1871diary/livingstone1.htm","http://livingstone.library.ucla.edu/1871diary/images/nines-logo.jpg",NULL,"makes available a number of texts by David Livingstone produced when he was stranded in Central Africa without ink or writing paper. The project uses advanced imaging technology and digital publishing to make accessible a series of faded and illegible texts.","livingstone.jpg","image/jpeg",212839,"2013-10-11 14:09:15","2013-07-01 01:00:45","2013-10-11 14:09:15"
208,"archive",41,"pih","Penn in Hand","http://dla.library.upenn.edu/dla/medren/index.html","",NULL,"Bibliographic information and digital facsimiles for selected collections of manuscript codices, texts, documents, papers, and leaves held by Penn's Rare Book & Manuscript Library and by Lawrence J. Schoenberg. ","Penn_In_Hand.png","image/png",583639,"2013-07-01 22:16:08","2013-07-01 16:30:53","2013-07-01 22:18:35"
209,"archive",41,"victorian_wwp","Victorian Women Writers Project","http://webapp1.dlib.indiana.edu/vwwp/welcome.do","",NULL,"",NULL,NULL,NULL,NULL,"2013-08-06 19:48:32","2013-08-06 19:48:32"
210,"archive",2,"fbtee_stn","The French Book Trade in Enlightenment Europe, 1769-1794","http://chop.leeds.ac.uk/stn/","",NULL,"tracks the movement of around 400,000 copies of 4,000 books across Europe. It provides, where possible, the exact editions of these works, the routes, by which they travelled, and the locations of the clients that bought or sold them.","french_book_trade.jpg","image/jpeg",209175,"2013-10-11 14:00:10","2013-08-16 18:53:56","2013-10-11 14:00:13"
211,"archive",2,"HRIOnline_Ruskin","Ruskin at Walkley","http://www.ruskinatwalkley.org/","",NULL,"connects Museums Sheffield’s Ruskin Collection with its original setting in the St. George’s Museum, a cottage in the Sheffield suburb of Walkley. Through a series of interactive pages, the site recreates the experience of moving through the physical museum.","ruskin.jpg","image/jpeg",165680,"2013-10-09 22:16:12","2013-09-09 16:29:05","2013-10-11 14:02:59"
213,"archive",41,"bnf","Bibliothèque nationale de France Gallica","http://gallica.bnf.fr/","",NULL,"",NULL,NULL,NULL,NULL,"2013-10-07 18:55:55","2013-10-15 15:39:02"
215,"archive",41,"flp","Free Library of Philadelphia Medieval Manuscripts","http://libwww.freelibrary.org/medievalman/index.cfm","http://libwww.freelibrary.org/images/global/logoflp2.gif",NULL,"",NULL,NULL,NULL,NULL,"2014-05-10 18:06:06","2014-05-10 18:06:06"
216,"archive",41,"teams","TEAMS Middle English Texts","http://d.lib.rochester.edu/teams/text-online","",NULL,"",NULL,NULL,NULL,NULL,"2014-05-10 18:24:16","2014-05-10 18:24:16"
217,"archive",41,"british_museum","British Museum","http://www.britishmuseum.org/research/collection_online/search.aspx","",NULL,"",NULL,NULL,NULL,NULL,"2014-05-11 14:42:14","2014-05-11 14:42:14"
218,"archive",2,"disability","Nineteenth-Century Disability: Cultures and Contexts","http://www.nineteenthcenturydisability.org","",NULL,"Nineteenth-Century Disability: Cultures and Contexts is an interdisciplinary collection of primary texts and images on physical and cognitive disability in the long nineteenth century (c. 1780 to 1914).  ","Screen_Shot_2014-05-28_at_8.31.06_AM.png","image/png",229425,"2014-05-28 12:31:30","2014-05-28 12:29:32","2014-05-28 12:31:31"
219,"archive",41,"cmepv","Corpus of Middle English Prose and Verse","http://quod.lib.umich.edu/c/cme/","http://quod.lib.umich.edu/c/cme/graphics/corpus.gif",NULL,"This collection of Middle English texts was assembled from works contributed by University of Michigan faculty and from texts provided by the Oxford Text Archive, as well as works created specifically for the Corpus by the HTI. The HTI is grateful for the permission of all contributors. For more information on the source of individual titles, please consult the bibliography. All texts in the archive are valid SGML documents, tagged in conformance with the TEI Guidelines, and converted to the TEI Lite DTD for wider use.",NULL,NULL,NULL,NULL,"2014-10-07 18:25:11","2014-10-07 18:25:11"
220,"archive",41,"dimev","Digital Index of Middle English Verse","http://www.dimev.net/","http://www.dimev.net/LngMlfrdBorder.jpg",NULL,"The DIMEV provides transcriptions of the first two and last two lines of each witness of each Middle English verse text (i.e., for all witnesses for which this data has thus far been collected). This enables scholars to make linguistic analyses of the witnesses to study transmission of texts and to study language of localized texts; it will also enable scholars to make identifications of newly discovered fragments of texts whose beginnings have been lost, by matching end lines.",NULL,NULL,NULL,NULL,"2014-10-07 19:56:00","2014-10-07 19:56:00"
221,"archive",18,"louisa_whitman","\"walter dear\": The Letters from Louisa Van Velsor Whitman to Her Son Walt","http://www.whitmanarchive.org/biography/correspondence/lvvwintro.html","http://www.whitmanarchive.org/shared/WWA_logo.gif",NULL,"makes available, in many cases for the first time, the substantial correspondence of Louisa Van Velsor Whitman. ","Screen_Shot_2014-10-17_at_11.43.56_AM.png","image/png",164034,"2014-10-17 15:48:06","2014-10-17 15:46:09","2014-10-24 18:16:51"
225,"node",41,NULL,"Michigan State University Libraries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-03-16 22:59:36","2015-03-16 22:59:36"
226,"archive",225,"msuamrad_bp","Michigan State University Libraries: Black Panther Collection","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=20","",NULL,"The Black Panther Collection at Michigan State University Libraries contains clippings, statements, pamphlets, and other miscellanea related to the black nationalist and socialist organization prominent in the United States during the 1960s.","black_panther_thmb.png","image/png",231287,"2015-03-24 21:20:36","2015-03-16 23:00:07","2017-11-21 15:55:41"
227,"archive",225,"msuamrad_sb","Michigan State University Libraries: Scottsboro Boys Collection","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=21","",NULL,"The Scottsboro Boys collection at MSU Libraries contains objects related to the trial of nine black teenage boys in Alabama.","scottsboro-thmb.png","image/png",38800,"2017-11-15 22:18:28","2015-03-16 23:00:42","2017-11-15 22:18:35"
228,"archive",225,"msuamrad_sv","Michigan State University Libraries: Sacco Vanzetti Collection","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=28","",NULL,"The Sacco Vanzetti collection at Michigan State University Library contains materials related to the life and trial of these two Italian-born anarchists.","sv_thmb.png","image/png",83313,"2015-03-24 21:26:50","2015-03-16 23:01:04","2015-03-24 21:27:09"
229,"archive",225,"msuamrad_sds","Michigan State University Libraries: Students for a Democratic Society","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=19","",NULL,"The Students for a Democratic Society collection at MSU Libraries contains objects related to the American student activist organization of the 1960s.","sds.png","image/png",81275,"2017-11-21 15:55:14","2015-03-16 23:01:26","2017-11-21 15:55:19"
230,"archive",225,"msuamrad_rc","Michigan State University Libraries: Rosenberg Case","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=27","",NULL,"",NULL,NULL,NULL,NULL,"2015-03-16 23:01:48","2015-03-16 23:01:48"
231,"archive",225,"msuamrad_ht","Michigan State University Libraries: Hollywood Ten","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=26","",NULL,"",NULL,NULL,NULL,NULL,"2015-03-16 23:02:07","2015-03-16 23:02:07"
232,"archive",225,"msuamrad_iww","Michigan State University Libraries: Industrial Workers of the World","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=23","",NULL,"",NULL,NULL,NULL,NULL,"2015-03-16 23:02:27","2015-03-16 23:02:27"
233,"archive",225,"msuamrad_aa","Michigan State University Libraries: Asian America","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=18","",NULL,"",NULL,NULL,NULL,NULL,"2015-03-16 23:02:47","2015-03-16 23:02:47"
234,"archive",225,"msuamrad_bc","Michigan State University Libraries: Birth Control","http://www.lib.msu.edu/branches/dmc/collectionbrowse/?coll=25","",NULL,"",NULL,NULL,NULL,NULL,"2015-03-16 23:03:06","2015-03-16 23:03:06"
235,"archive",41,"eebo_prq","EEBO","http://eebo.chadwyck.com/home","",NULL,"Early English Books Online (EEBO) contains digital facsimile page images of virtually every work printed in England, Ireland, Scotland, Wales and British North America and works in English printed elsewhere from 1473-1700.","eebo-thmb.png","image/png",146550,"2015-05-18 16:53:03","2015-05-12 13:25:39","2015-05-18 17:17:35"
236,"node",2,NULL,"Charles Brockden Brown Archive",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2015-05-15 15:15:57","2015-05-15 15:15:57"
237,"archive",236,"brockden_brown","The Charles Brockden Brown Electronic Archive and Scholarly Edition","http://brockdenbrown.cah.ucf.edu/bibliography.php","",NULL,"makes available, in many cases for the first time, the writings of one of the early republic's most ambitious and accomplished literary figures.","cbbscreenshot.JPG","image/jpeg",121916,"2016-05-02 17:13:04","2015-05-15 15:16:34","2016-05-02 17:13:05"
238,"archive",236,"brockden_brown_bib","Charles Brockden Brown Secondary Bibliography","http://brockdenbrown.cah.ucf.edu/bibliography/secondary.php","",NULL,"","cbbscreenshot.JPG","image/jpeg",121916,"2016-05-02 17:10:49","2015-05-15 15:31:39","2016-05-02 17:10:49"
239,"archive",41,"maa","Medieval Academy Books","http://www.medievalacademy.org/?page=Books","http://www.medievalacademy.org/resource/resmgr/images/maa_logo_small_b.jpg",NULL,"The Medieval Academy has been publishing books since 1928 in a variety of series. Books are now available in four series: Medieval Academy Books (MAB), which includes more than 100 volumes of editions and scholarly studies; Speculum Anniversary Monographs (SAM), fifteen monographs published between 1977 and 1989; Speculum Books, which are reprints of special issues of Speculum; and Medieval Academy Reprints For Teaching (MART), which the Academy publishes in collaboration with the University of Toronto Press.

MESA includes those books which have been made available freely by the MAA.",NULL,NULL,NULL,NULL,"2015-06-04 15:22:10","2015-06-04 15:22:10"
240,"archive",41,"g7ldb","Database of the Letters of Pope Gregory VII","http://www.g7ldb.history.uni-tuebingen.de/","",NULL,"",NULL,NULL,NULL,NULL,"2015-06-04 17:20:08","2015-06-04 17:20:08"
241,"archive",41,"ei","Europa Inventa: Early European Objects in Australasian Collections","http://europa.arts.uwa.edu.au/","http://europa.arts.uwa.edu.au/images/europa.jpg?1368086853",NULL,"Australasian libraries, galleries and museums hold many thousands of unique and irreplaceable European manuscripts, art works and historic objects dating from the eleventh to the eighteenth centuries. Europa Inventa (\"Europe Discovered\") is the first systematic description of these Early European materials. The Europa Inventa database currently contains information about 1,700 artworks and 300 medieval manuscripts held in the major Australian libraries, galleries and museums. It is one of the digital services developed for the ARC Research Network for Early European Research (NEER).",NULL,NULL,NULL,NULL,"2015-06-04 17:27:54","2015-06-04 17:27:54"
243,"archive",1,"nbol19","Review 19","http://www.nbol-19.org/","",NULL,"",NULL,NULL,NULL,NULL,"2015-07-07 12:02:47","2015-07-07 12:02:47"
244,"archive",2,"woolf_ol","Woolf Online","http://woolfonline.com","http://edge.modnets.org/about/wp-content/uploads/2015/12/Screen-Shot-2015-12-17-at-3.16.08-PM.png",NULL," is currently a digital archive of Virginia Woolf's To the Lighthouse (1927). The site is intended to serve as a resource for research and study of Woolf's modernist classic. It includes images and transcriptions of the drafts, typescripts, proofs, and early editions of the novel, as well as a wealth of contextual materials.","wo_logo.jpg","image/jpeg",6307,"2015-08-05 21:41:34","2015-08-05 21:39:04","2015-12-17 20:22:03"
245,"archive",337,"mjp_blast","Modernist Journals Project: Blast","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.","mjp_homepage.jpg","image/jpeg",33083,"2015-08-06 01:52:35","2015-08-06 01:51:01","2016-05-04 22:57:53"
247,"archive",337,"mjp_bluereview","Modernist Journals Project: Blue Review","http://www.modjourn.org","http://www.modjourn.org/img/transparentdancer.gif",NULL," is a digital edition within the Modernist Journals Project, a major resource for the study of modernism in the English-speaking world, with periodical literature as its central concern. The project's primary mission is to produce digital editions of culturally significant magazines from around the early 20th century.",NULL,NULL,NULL,NULL,"2015-08-06 02:09:35","2016-05-04 22:58:06"
