id,"typ",parent_id,"handle","name","site_url","thumbnail",carousel_include,"carousel_description","carousel_image_file_name","carousel_image_content_type",carousel_image_file_size,"carousel_image_updated_at","created_at","updated_at"
1,"node",0,NULL,"Journals",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:30","2011-06-23 17:57:30"
2,"node",0,NULL,"Peer-Reviewed Projects",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:30","2011-06-23 17:57:30"
3,"archive",2,"rossetti","The Rossetti Archive","http://www.rossettiarchive.org","http://www.rossettiarchive.org/css/whitedgrmotto.gif",1,"facilitates the scholarly study of Dante Gabriel Rossetti, the painter, designer, writer, and translator who was, according to both John Ruskin and Walter Pater, the most important and original artistic force in the second half of the nineteenth century in Great Britain.","rossettiArchive.jpg","image/jpeg",29345,"2011-06-23 17:57:30","2011-06-23 17:57:32","2011-06-23 17:57:32"
4,"archive",1,"victbib","Victorian Studies Bibliography","http://www.letrs.indiana.edu/web/v/victbib","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:33","2011-06-23 17:57:33"
5,"archive",1,"ron","Romanticism on the Net","http://www.ron.umontreal.ca/","http://www.erudit.org/images/ronnines.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:33","2011-06-23 17:57:33"
6,"node",2,NULL,"Rotunda Imprint, University of Virginia",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:33","2011-06-23 17:57:33"
7,"archive",6,"rotunda_arnold","Letters of Matthew Arnold","http://rotunda.upress.virginia.edu/Arnold/","http://rotunda.upress.virginia.edu/images/Rotunda-NINES.png",1,"Including nearly 4,000 letters, The Letters of Matthew Arnold represents the most comprehensive and assiduously annotated collection of his correspondence available. Published by the Rotunda Imprint of University of Virginia Press.","arnoldLetters.jpg","image/jpeg",17879,"2011-06-23 17:57:33","2011-06-23 17:57:34","2011-06-23 17:57:34"
8,"archive",6,"rotunda_c-rossetti","Letters of Christina Rossetti","http://rotunda.upress.virginia.edu/crossetti","http://rotunda.upress.virginia.edu/images/Rotunda-NINES.png",1,"Christina Rossetti has come to be considered one of the major poets of the Victorian era.This digital edition incorporates the complete text of the 4-volume print edition, The Letters of Christina Rossetti. Published by the Rotunda Imprint of University of Virginia Press.","rossettiLetters.jpg","image/jpeg",19320,"2011-06-23 17:57:34","2011-06-23 17:57:35","2011-06-23 17:57:35"
9,"archive",2,"poetess","The Poetess Archive","http://idhmc.tamu.edu/poetess/","http://idhmc.tamu.edu/poetess/PA-thumbnail-2.gif",1,"The Poetess Archive Database now contains a bibliography of over 4,000 entries for works by and about writers working in and against the “poetess tradition,” the extraordinarily popular, but much criticized, flowery poetry written in Britain and America between 1750 and 1900.","poetessArchive.jpg","image/jpeg",24160,"2011-06-23 17:57:35","2011-06-23 17:57:35","2013-06-28 20:52:59"
10,"archive",2,"swinburne","The Swinburne Project","http://swinburnearchive.indiana.edu/swinburne/www/swinburne/","http://swinburnearchive.indiana.edu/swinburne/images/swinburne/home_portrait.png",1,"is a digital collection, or virtual archive, devoted to the life and work of Victorian poet Algernon Charles Swinburne. When complete the project will provide students and scholars with access to all available original works by Swinburne and selected contextual materials.","new_swinburne.carousel.jpg","image/jpeg",44790,"2012-03-21 14:46:36","2011-06-23 17:57:36","2012-03-21 14:48:05"
11,"archive",2,"bierce","The Ambrose Bierce Project","http://www.ambrosebierce.org/main.html","http://www.personal.psu.edu/faculty/c/a/caw43/bierce/bierceicon.jpg",1,"is an online forum and resource for the study of Ambrose Gwinnett Bierce (1842-1914?), the American soldier, topographer, journalist, and writer. The ABP strives to bring together Bierce scholars and students from around the globe.","bierce.jpg","image/jpeg",10941,"2011-06-23 17:57:36","2011-06-23 17:57:37","2011-06-23 17:57:37"
12,"archive",2,"bwrp","British Women Romantic Poets","http://digital.lib.ucdavis.edu/projects/bwrp/","http://digital.lib.ucdavis.edu/images/smlpilk2.jpg",1,"The British Women Romantic Poet's Project is producing an online scholarly archive consisting of E-text editions of poetry by British and Irish women written (not necessarily published) between 1789 and 1832.","bwrp.jpg","image/jpeg",16076,"2011-06-23 17:57:37","2011-06-23 17:57:37","2011-06-23 17:57:37"
13,"archive",2,"chesnutt","Charles Chesnutt Archive","http://www.chesnuttarchive.org","",1,"The goal of The Charles Chesnutt Archive is to make works by and about Chesnutt readily and freely accessible to scholars, students, and general readers. It will continue to grow and change with the goal of providing a comprehensive digital collection of Chesnutt materials.","chesnuttArchive.jpg","image/jpeg",15005,"2011-06-23 17:57:38","2011-06-23 17:57:39","2011-06-23 17:57:39"
14,"archive",2,"cbw","Collective Biographies of Women","http://etext.lib.virginia.edu/WomensBios/","",1,"is an exhaustive annotated bibliography of the more than 930 books published in English (in Britain, the United States, and elsewhere in the Anglophone world) between 1830 and 1940 that collect three or more women's biographies.","cbw.jpg","image/jpeg",23573,"2011-06-23 17:57:39","2011-06-23 17:57:39","2011-06-23 17:57:39"
15,"archive",2,"dickinson","Dickinson Virtual Reference Shelf","http://www.emilydickinson.org/","",1,"The Dickinson Electronic Archives (DEA) is a website devoted to the study of Emily Dickinson, her writing practices, writings directly influencing her work, and critical and creative writings generated by her work.","dickinsonVirtual.jpg","image/jpeg",15021,"2011-06-23 17:57:41","2011-06-23 17:57:41","2011-06-23 17:57:41"
16,"archive",2,"blake","The William Blake Archive","http://www.blakearchive.org","",1,"A free site on the World Wide Web since 1996, the Blake Archive was conceived as an international public resource that would provide unified access to major works of visual and literary art that are highly disparate, widely dispersed, and often severely restricted as a result of their value, rarity, and extreme fragility.","blakeArchive.jpg","image/jpeg",16553,"2011-06-23 17:57:42","2011-06-23 17:57:42","2011-06-23 17:57:42"
17,"archive",2,"cather","The Willa Cather Archive","http://cather.unl.edu/","http://cather.unl.edu/images/ninesthumbnails/mainthumb.jpg",1," is an ambitious endeavor to create a rich, useful, and widely-accessible site for the study of Willa Cather's life and writings. The project originated in 1997, and over the years has digitized and published hundreds of thousands of words of Cather-authored texts and Cather scholarship.","newCather.jpg","image/jpeg",24532,"2011-06-23 17:57:42","2011-06-23 17:57:43","2011-06-23 17:57:43"
18,"node",2,NULL,"Whitman Archive",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:43","2011-06-23 17:57:43"
19,"archive",18,"whitbib","Whitman Bibliography","http://www.whitmanarchive.org/bibliography/","http://www.whitmanarchive.org/shared/WWA_logo.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:44","2011-06-23 17:57:44"
20,"archive",18,"whitman","The Walt Whitman Archive","http://www.whitmanarchive.org/","http://www.whitmanarchive.org/shared/WWA_logo.gif",1,"is an electronic research and teaching tool that sets out to make Whitman's vast work, for the first time, easily and conveniently accessible to scholars, students, and general readers.","WhitmanArchive.jpg","image/jpeg",21625,"2011-06-23 17:57:45","2011-06-23 17:57:45","2011-06-23 17:57:45"
21,"node",2,NULL,"Romantic Circles",NULL,NULL,0,"","rc.jpg","image/jpeg",53233,"2012-01-13 15:46:42","2011-06-23 17:57:46","2012-01-13 15:46:43"
22,"node",1,NULL,"Project MUSE",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
23,"archive",22,"muse-al","Project Muse: American Literature","http://muse.jhu.edu/journals/american_literature/","http://muse.jhu.edu/images/journals/coverImages/alcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
24,"archive",22,"muse-alh","Project MUSE: American Literary History","http://muse.jhu.edu/journals/american_literary_history/","http://muse.jhu.edu/images/journals/coverImages/alhcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
25,"archive",22,"muse-nlh","Project MUSE: New Literary History","http://muse.jhu.edu/journals/new_literary_history/","http://muse.jhu.edu/images/journals/coverImages/nlhcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
26,"archive",22,"muse-elh","Project MUSE: ELH","http://muse.jhu.edu/journals/elh/","http://muse.jhu.edu/images/journals/coverImages/elhcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
27,"archive",22,"muse-jaf","Project MUSE: Journal of American Folklore","http://muse.jhu.edu/journals/journal_of_american_folklore/","http://muse.jhu.edu/images/journals/coverImages/jafcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
28,"archive",22,"muse-hjr","Project MUSE: The Henry James Review","http://muse.jhu.edu/journals/henry_james_review/","http://muse.jhu.edu/images/journals/coverImages/hjrcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
29,"archive",22,"muse-sel","Project MUSE: SEL Studies in English Literature 1500-1900","http://muse.jhu.edu/journals/studies_in_english_literature/","http://muse.jhu.edu/images/journals/coverImages/selcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
30,"archive",22,"muse-vp","Project MUSE: Victorian Poetry","http://muse.jhu.edu/journals/victorian_poetry/","http://muse.jhu.edu/images/journals/coverImages/vpcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
31,"archive",22,"muse-leg","Project MUSE: Legacy","http://muse.jhu.edu/journals/legacy/","http://muse.jhu.edu/images/journals/coverImages/legcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
32,"archive",22,"muse-edj","Project MUSE: The Emily Dickinson Journal","http://muse.jhu.edu/journals/emily_dickinson_journal/","http://muse.jhu.edu/images/journals/coverImages/edjcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
33,"archive",22,"muse-vpr","Project MUSE: Victorian Periodicals Review","http://muse.jhu.edu/journals/vpr/","http://muse.jhu.edu/images/journals/coverImages/vprcoversmall.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
34,"archive",22,"muse-jvc","Project MUSE: Journal of Victorian Culture","http://muse.jhu.edu/journals/journal_of_victorian_culture/","http://muse.jhu.edu/images/journals/coverImages/jvccoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
35,"archive",22,"muse-elt","Project MUSE: English Literature in Transition 1880-1920","http://muse.jhu.edu/journals/english_literature_in_transition/","http://muse.jhu.edu/images/journals/coverImages/eltcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
36,"archive",22,"muse-rom","Project MUSE: Romanticism","http://muse.jhu.edu/journals/romanticism/","http://muse.jhu.edu/images/journals/coverImages/romcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
37,"archive",22,"muse-cal","Project MUSE: Callaloo","http://muse.jhu.edu/journals/callaloo/","http://muse.jhu.edu/images/journals/coverImages/calcoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
38,"archive",22,"muse-vic","Project MUSE: Victorian Studies","http://muse.jhu.edu/journals/vic/","http://muse.jhu.edu/images/journals/coverImages/viccoversmall.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
39,"archive",1,"ravon","Romanticism and Victorianism on the Net","http://www.erudit.org/revue/ravon/","http://www.erudit.org/ravon_nines.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:46","2011-06-23 17:57:46"
40,"archive",6,"rotunda_typee","Herman Melville's \"Typee\": A Fluid-Text Edition","http://rotunda.upress.virginia.edu/melville","http://rotunda.upress.virginia.edu/images/Rotunda-NINES.png",1,"This fluid-text edition of the Typee manuscript showcases Melville’s revision process through several stages of the composition of his first published book, Typee: A Peep at Polynesian Life (1846). ","typee.jpg","image/jpeg",21665,"2011-06-23 17:57:47","2011-06-23 17:57:48","2011-06-23 17:57:48"
41,"node",0,NULL,"Other Digital Collections",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:48","2011-06-23 17:57:48"
43,"node",41,NULL,"ProQuest",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:49","2011-06-23 17:57:49"
44,"archive",2,"leighhunt","Leigh Hunt Online: The Letters","http://digital.lib.uiowa.edu/leighhunt/","",1,"This project, run by the University of Iowa Library, will ultimately present digitally all surviving correspondence of Romantic poet, writer, and editor Leigh Hunt (1784-1859).","leighhunt.jpg","image/jpeg",15447,"2011-06-23 17:57:49","2011-06-23 17:57:49","2011-06-23 17:57:49"
45,"archive",1,"nineteen","19: Interdisciplinary Studies in the Long Nineteenth Century","http://www.19.bbk.ac.uk/","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:50","2011-06-23 17:57:50"
46,"archive",2,"goslartograsmere","From Goslar to Grasmere","http://collections.wordsworth.org.uk/gtog/home.asp?","http://collections.wordsworth.org.uk/images/G2G%20project/wordsworth1.jpg",1,"examines, in text and context, the year from December 1798-December 1799 and the first year in Grasmere in 1800. Across this period William and Dorothy Wordsworth's lives changed dramatically, and with lasting consequences for both their writing.","goslartograsmere.jpg","image/jpeg",18592,"2011-06-23 17:57:50","2011-06-23 17:57:50","2011-06-23 17:57:50"
47,"node",41,NULL,"Alexander Street Press",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:51","2011-06-23 17:57:51"
48,"archive",47,"iwrp","Irish Women Poets of the Romantic Period","http://asp6new.alexanderstreet.com/iwrp/iwrp.index.map.aspx","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:52","2011-06-23 17:57:52"
49,"archive",6,"rotunda_dickinson","Emily Dickinson's Correspondences","http://rotunda.upress.virginia.edu/edc/","http://rotunda.upress.virginia.edu/images/Rotunda-NINES.png",1,"Unpublished in book form during her lifetime, the poems of Emily Dickinson were nonetheless shared with those she trusted most—through her letters. This XML-based archive brings together 74 poems and letters from Emily’s correspondence with her sister-in-law and primary confidante, Susan Dickinson.","dickson_correspondence.jpg","image/jpeg",24446,"2011-06-23 17:57:53","2011-06-23 17:57:53","2011-06-23 17:57:53"
50,"archive",6,"rotunda_emilyshore","Journal of Emily Shore: Revised and Expanded","http://rotunda.upress.virginia.edu/EmilyShore/","http://rotunda.upress.virginia.edu/images/Rotunda-NINES.png",0,"presents an electronic edition of the Barbara Timm Gates’s 1991 edition of Emily Shore’s journal alongside two manuscript volumes of Shore’s journals that surfaced after the print edition was finished.","emily_shore.jpg","image/jpeg",246020,"2013-10-11 13:59:43","2011-06-23 17:57:55","2013-10-11 14:03:13"
51,"node",41,NULL,"InteLex",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:55","2011-06-23 17:57:55"
52,"archive",51,"intelexWordsworth","The Collected Letters of the Wordsworths","http://pinfo.nlx.com/collections/129","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:56","2011-06-23 17:57:56"
53,"node",1,NULL,"JSTOR",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:56","2011-06-23 17:57:56"
54,"node",0,NULL,"NINES Exhibits",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:56","2011-06-23 17:57:56"
55,"archive",51,"intelexTennyson","The Collected Letters of Tennyson","http://pinfo.nlx.com/collections/118","http://www.philosophyonline.org/link_nlx.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:56","2014-05-21 21:42:46"
56,"archive",2,"morrisedition","William Morris Archive","http://morrisedition.lib.uiowa.edu/index.html","http://morrisedition.lib.uiowa.edu/images/republican.jpg",1,"features a digital edition of The Life and Death of Jason, including sumptuous page images from the 1895 Kelmscott edition. The overall goal of the Morris Online Edition is to provide readable annotated texts of Morris’s poetry and selected prose, prepared in accordance with current scholarly and critical norms.","Screen_Shot_2016-07-20_at_9.06.56_AM.png","image/png",374276,"2016-07-20 13:07:30","2011-06-23 17:57:58","2016-07-20 13:07:35"
57,"archive",2,"lewisandclark","The Journals of the Lewis and Clark Expedition Online","http://lewisandclarkjournals.unl.edu/","http://cdrh.unl.edu/projects/thumbs/lewisandclark.jpg",0,"makes available the text of Gary E. Moulton’s Nebraska edition of the journals that Lewis and Clark kept of their journey to the Pacific Ocean and back from 1803-1806. The site provides a wealth of supplementary materials relevant to the journey.","lewis_and_clark.jpg","image/jpeg",183403,"2013-10-11 14:09:31","2011-06-23 17:57:58","2013-10-11 14:09:31"
58,"archive",51,"intelexRomanticAge","The Romantic Age","http://pinfo.nlx.com/collections/105","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
59,"archive",51,"intelexAustenWorksLetters","The Complete Works and Letters of Jane Austen","http://pinfo.nlx.com/collections/12","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
60,"archive",51,"intelexShelleyJournals","The Journals of Mary Shelley","http://pinfo.nlx.com/collections/110","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
61,"archive",51,"intelexShelleyWorks","The Novels and Selected Works of Mary Shelley","http://pinfo.nlx.com/collections/109","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
62,"archive",51,"intelexColeridge","The Collected Letters of Samuel Taylor Coleridge","http://pinfo.nlx.com/collections/33 ","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
63,"archive",51,"intelexDarwin","The Works of Charles Darwin","http://pinfo.nlx.com/collections/37","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
64,"archive",51,"intelexEliot","The Complete Works of George Eliot","http://pinfo.nlx.com/collections/46","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
65,"archive",47,"cwld","Civil War Letters and Diaries","http://solomon.cwld.alexanderstreet.com/","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
66,"archive",51,"intelexHardy","The Collected Letters of Thomas Hardy","http://pinfo.nlx.com/collections/57","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
67,"archive",51,"intelexEmersonLectures","The Early Lectures of Ralph Waldo Emerson","http://pinfo.nlx.com/collections/51","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:58","2011-06-23 17:57:58"
68,"archive",51,"intelexEmersonCollectedWorks","The Collected Works of Ralph Waldo Emerson","http://pinfo.nlx.com/collections/49","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
69,"archive",51,"intelexEmersonJournals","The Journals and Miscellaneous Notebooks of Ralph Waldo Emerson","http://pinfo.nlx.com/collections/50","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
70,"archive",51,"intelexBaillieLetters","The Collected Letters of Joanna Baillie","http://pinfo.nlx.com/collections/18","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
71,"archive",51,"intelexGladstone","The Diaries of William Gladstone","http://pinfo.nlx.com/collections/56","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
72,"archive",51,"intelexBronteLetters","The Letters of Charlotte Brontë","http://pinfo.nlx.com/collections/27","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
73,"archive",41,"estc","English Short Title Catalogue","http://estc.bl.uk/F/?func=file&file_name=login-bl-list","http://cbsr.ucr.edu/images/estc.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
74,"archive",41,"WrightAmFic","Wright American Fiction","http://www.letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;sid=2fda8248a5b314bdf2fe730e6a46ca2d;tpl=home.tpl","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
75,"archive",51,"intelexBritishPhilosophy","British Philosophy 1600-1900","http://pinfo.nlx.com/collections/26","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
76,"node",41,NULL,"Library of Congress",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
77,"archive",76,"locCommonsBain","Library of Congress: George Grantham Bain Collection","http://www.flickr.com/people/library_of_congress/","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
78,"archive",51,"intelexDickens","The Letters of Charles Dickens: 1820-1870","http://pinfo.nlx.com/collections/43","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
79,"archive",51,"intelexMarx","The Collected Works of Marx and Engels","http://pinfo.nlx.com/collections/84","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
80,"node",41,NULL,"University of Florida Digital Collections",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
81,"archive",80,"uflBaldwin","Baldwin Library of Children's Literature","http://ufdcweb1.uflib.ufl.edu/ufdc/?a=juv","http://ufdc.ufl.edu/design/aggregations/juv/images/buttons/coll.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
82,"archive",80,"ufldloc","Digital Library of the Caribbean","http://ufdcweb1.uflib.ufl.edu/ufdc/?n=dloc&a=dloc1&m=hhh","http://ufdc.ufl.edu/design/wordmarks/dloc.gif",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
83,"archive",47,"romr","The Romantic Era Redefined","http://asp6new.alexanderstreet.com/romr/","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2012-04-09 13:46:11"
84,"archive",76,"locPrints","Prints and Photographs Division","http://loc.gov/pictures/","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:57:59","2011-06-23 17:57:59"
85,"archive",41,"oldBailey","The Old Bailey Online","http://www.oldbaileyonline.org","http://idhmc.tamu.edu/poetess/obtext/oldBailey.jpg",1,"is a fully searchable edition of the largest body of texts detailing the lives of non-elite people ever published, containing 197,745 criminal trials held at London's central criminal court. ","oldBailey.jpg","image/jpeg",46225,"2011-06-23 17:57:59","2011-06-23 17:58:00","2014-05-21 15:27:01"
87,"node",54,NULL,"The Poetess Archive Journal",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
88,"archive",41,"ECCO","ECCO","http://gdc.gale.com/products/eighteenth-century-collections-online/?searched=ecco&advsearch=oneword&highlight=ajaxSearch_highlight+ajaxSearch_highlight1#","",0,"Consisting of every significant English-language and foreign-language title printed in the United Kingdom during the 18th century, along with thousands of important works from the Americas, Eighteenth Century Collections Online was the most ambitious single scholarly digitization project ever undertaken.","ecco-1.jpg","image/jpeg",52008,"2015-03-24 21:29:11","2011-06-23 17:58:00","2015-03-24 21:29:12"
89,"archive",47,"cali","Caribbean Literature","http://lit.alexanderstreet.com/cali","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
90,"archive",51,"intelexLewes","The Letters of George Henry Lewes","http://www.nlx.com/collections/131","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
91,"archive",51,"intelexNewman","The Letters and Diaries of John Henry Newman","http://www.nlx.com/collections/88","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
92,"archive",51,"intelexWilliamJames","The Works of William James","http://www.nlx.com/collections/66","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
93,"archive",51,"intelexWilliamJamesCorrespondence","The Correspondence of William James","http://www.nlx.com/collections/67","http://pm.nlx.com/xtf/icons/external/intelexlogo.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:00","2011-06-23 17:58:00"
94,"node",41,NULL,"Adam Matthew Digital",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2011-06-23 17:58:01"
95,"archive",94,"amdlitmanberg","Victorian Manuscripts from the Henry W. and Albert A. Berg Collection of The New York Public Library","http://www.amdigital.co.uk/Collections/Literary-Manuscripts-Berg.aspx","http://www.amdigital.co.uk/images/logo.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2013-04-08 18:54:34"
96,"node",41,NULL,"New York Public Library",NULL,NULL,0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2011-06-23 17:58:01"
99,"archive",96,"nypl","NYPL Digital Gallery","http://digitalgallery.nypl.org/nypldigital/index.cfm","",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2011-06-23 17:58:01"
100,"archive",94,"amdeveryday","Everyday Life and Women in America, c.1800-1920","http://www.amdigital.co.uk/Collections/Everyday-Life.aspx","http://www.amdigital.co.uk/images/logo.png",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2013-04-08 18:54:41"
101,"archive",2,"Pfaffs","The Vault at Pfaff's","http://digital.lib.lehigh.edu/pfaffs/about/welcome/","http://digital.lib.lehigh.edu/pfaffs/whitman_pfaffs.jpg",1,"Charles Pfaff's beer cellar in lower Manhattan was a magnet for some of the most unconventional and creative individuals of nineteenth-century New York City, including Walt Whitman, poet and actress Adah Isaacs Menken, journalist and social critic Henry Clapp...","pfaffs.jpg","image/jpeg",36772,"2011-06-23 17:58:01","2011-06-23 17:58:01","2011-06-23 17:58:01"
102,"archive",47,"ibio","North American Indian Thought and Culture","http://alexanderstreet.com/products/ibio.htm","http://asp6new.alexanderstreet.com/custlogo/asplogo100.jpg",0,"",NULL,NULL,NULL,NULL,"2011-06-23 17:58:01","2011-06-23 17:58:01"
